President,Date,Approve,Disapprove,Inauguration Date
Obama,2013-12-02,40,53,1/20/2009
Obama,2013-12-01,41,52,1/20/2009
Obama,2013-11-30,42,52,1/20/2009
Obama,2013-11-29,42,51,1/20/2009
Obama,2013-11-27,42,52,1/20/2009
Obama,2013-11-26,44,51,1/20/2009
Obama,2013-11-25,42,52,1/20/2009
Obama,2013-11-24,41,52,1/20/2009
Obama,2013-11-23,39,53,1/20/2009
Obama,2013-11-22,40,53,1/20/2009
Obama,2013-11-21,39,54,1/20/2009
Obama,2013-11-19,40,53,1/20/2009
Obama,2013-11-18,41,53,1/20/2009
Obama,2013-11-17,41,53,1/20/2009
Obama,2013-11-16,41,53,1/20/2009
Obama,2013-11-15,40,53,1/20/2009
Obama,2013-11-14,42,52,1/20/2009
Obama,2013-11-13,42,52,1/20/2009
Obama,2013-11-12,42,52,1/20/2009
Obama,2013-11-11,40,54,1/20/2009
Obama,2013-11-10,40,54,1/20/2009
Obama,2013-11-09,41,53,1/20/2009
Obama,2013-11-08,42,51,1/20/2009
Obama,2013-11-07,43,50,1/20/2009
Obama,2013-11-06,42,51,1/20/2009
Obama,2013-11-05,40,53,1/20/2009
Obama,2013-11-04,39,53,1/20/2009
Obama,2013-11-03,40,53,1/20/2009
Obama,2013-11-02,40,53,1/20/2009
Obama,2013-11-01,41,51,1/20/2009
Obama,2013-10-30,41,51,1/20/2009
Obama,2013-10-29,42,50,1/20/2009
Obama,2013-10-28,44,49,1/20/2009
Obama,2013-10-27,44,49,1/20/2009
Obama,2013-10-26,44,50,1/20/2009
Obama,2013-10-25,42,51,1/20/2009
Obama,2013-10-24,42,52,1/20/2009
Obama,2013-10-23,43,50,1/20/2009
Obama,2013-10-22,43,51,1/20/2009
Obama,2013-10-21,44,50,1/20/2009
Obama,2013-10-20,43,51,1/20/2009
Obama,2013-10-19,44,50,1/20/2009
Obama,2013-10-18,42,51,1/20/2009
Obama,2013-10-17,43,50,1/20/2009
Obama,2013-10-16,42,52,1/20/2009
Obama,2013-10-15,43,51,1/20/2009
Obama,2013-10-14,42,51,1/20/2009
Obama,2013-10-13,41,53,1/20/2009
Obama,2013-10-12,41,53,1/20/2009
Obama,2013-10-11,42,52,1/20/2009
Obama,2013-10-10,43,51,1/20/2009
Obama,2013-10-10,43,51,1/20/2009
Obama,2013-10-09,43,50,1/20/2009
Obama,2013-10-08,44,51,1/20/2009
Obama,2013-10-07,46,48,1/20/2009
Obama,2013-10-06,45,49,1/20/2009
Obama,2013-10-05,43,49,1/20/2009
Obama,2013-10-04,41,52,1/20/2009
Obama,2013-10-03,41,52,1/20/2009
Obama,2013-10-02,44,50,1/20/2009
Obama,2013-10-01,45,48,1/20/2009
Obama,2013-09-30,45,48,1/20/2009
Obama,2013-09-29,44,48,1/20/2009
Obama,2013-09-28,43,50,1/20/2009
Obama,2013-09-27,43,50,1/20/2009
Obama,2013-09-26,44,49,1/20/2009
Obama,2013-09-25,47,46,1/20/2009
Obama,2013-09-24,46,47,1/20/2009
Obama,2013-09-23,46,47,1/20/2009
Obama,2013-09-22,45,47,1/20/2009
Obama,2013-09-21,47,45,1/20/2009
Obama,2013-09-20,45,45,1/20/2009
Obama,2013-09-19,44,47,1/20/2009
Obama,2013-09-18,45,47,1/20/2009
Obama,2013-09-17,45,47,1/20/2009
Obama,2013-09-16,45,46,1/20/2009
Obama,2013-09-15,45,45,1/20/2009
Obama,2013-09-14,44,46,1/20/2009
Obama,2013-09-13,44,46,1/20/2009
Obama,2013-09-12,45,47,1/20/2009
Obama,2013-09-11,44,47,1/20/2009
Obama,2013-09-10,45,47,1/20/2009
Obama,2013-09-09,43,48,1/20/2009
Obama,2013-09-08,43,48,1/20/2009
Obama,2013-09-07,42,48,1/20/2009
Obama,2013-09-06,43,48,1/20/2009
Obama,2013-09-05,43,49,1/20/2009
Obama,2013-09-04,45,48,1/20/2009
Obama,2013-09-03,43,49,1/20/2009
Obama,2013-09-02,44,47,1/20/2009
Obama,2013-09-01,43,48,1/20/2009
Obama,2013-08-31,45,48,1/20/2009
Obama,2013-08-30,45,47,1/20/2009
Obama,2013-08-29,46,47,1/20/2009
Obama,2013-08-28,45,47,1/20/2009
Obama,2013-08-27,44,48,1/20/2009
Obama,2013-08-26,42,49,1/20/2009
Obama,2013-08-25,45,47,1/20/2009
Obama,2013-08-24,47,46,1/20/2009
Obama,2013-08-23,49,43,1/20/2009
Obama,2013-08-22,48,44,1/20/2009
Obama,2013-08-21,47,46,1/20/2009
Obama,2013-08-20,46,46,1/20/2009
Obama,2013-08-19,47,45,1/20/2009
Obama,2013-08-18,48,43,1/20/2009
Obama,2013-08-17,46,45,1/20/2009
Obama,2013-08-16,46,45,1/20/2009
Obama,2013-08-15,45,47,1/20/2009
Obama,2013-08-14,46,47,1/20/2009
Obama,2013-08-13,46,47,1/20/2009
Obama,2013-08-12,46,47,1/20/2009
Obama,2013-08-11,44,49,1/20/2009
Obama,2013-08-10,42,50,1/20/2009
Obama,2013-08-09,41,50,1/20/2009
Obama,2013-08-08,44,46,1/20/2009
Obama,2013-08-07,45,46,1/20/2009
Obama,2013-08-06,46,45,1/20/2009
Obama,2013-08-05,44,47,1/20/2009
Obama,2013-08-04,44,48,1/20/2009
Obama,2013-08-03,44,48,1/20/2009
Obama,2013-08-02,45,48,1/20/2009
Obama,2013-08-01,44,49,1/20/2009
Obama,2013-07-31,45,48,1/20/2009
Obama,2013-07-30,46,47,1/20/2009
Obama,2013-07-29,46,46,1/20/2009
Obama,2013-07-28,45,47,1/20/2009
Obama,2013-07-27,46,47,1/20/2009
Obama,2013-07-26,46,47,1/20/2009
Obama,2013-07-25,47,46,1/20/2009
Obama,2013-07-24,45,47,1/20/2009
Obama,2013-07-23,46,46,1/20/2009
Obama,2013-07-22,46,45,1/20/2009
Obama,2013-07-21,48,44,1/20/2009
Obama,2013-07-20,48,44,1/20/2009
Obama,2013-07-19,48,46,1/20/2009
Obama,2013-07-18,47,47,1/20/2009
Obama,2013-07-16,46,48,1/20/2009
Obama,2013-07-15,45,48,1/20/2009
Obama,2013-07-14,45,47,1/20/2009
Obama,2013-07-13,46,46,1/20/2009
Obama,2013-07-12,46,45,1/20/2009
Obama,2013-07-11,46,47,1/20/2009
Obama,2013-07-10,45,48,1/20/2009
Obama,2013-07-09,47,47,1/20/2009
Obama,2013-07-08,47,47,1/20/2009
Obama,2013-07-07,46,48,1/20/2009
Obama,2013-07-06,45,47,1/20/2009
Obama,2013-07-05,46,45,1/20/2009
Obama,2013-07-03,46,44,1/20/2009
Obama,2013-07-02,46,46,1/20/2009
Obama,2013-07-01,45,47,1/20/2009
Obama,2013-06-30,45,48,1/20/2009
Obama,2013-06-29,45,47,1/20/2009
Obama,2013-06-28,48,45,1/20/2009
Obama,2013-06-27,50,43,1/20/2009
Obama,2013-06-26,50,43,1/20/2009
Obama,2013-06-25,46,46,1/20/2009
Obama,2013-06-24,45,47,1/20/2009
Obama,2013-06-23,45,49,1/20/2009
Obama,2013-06-22,46,46,1/20/2009
Obama,2013-06-21,46,45,1/20/2009
Obama,2013-06-20,47,45,1/20/2009
Obama,2013-06-19,47,45,1/20/2009
Obama,2013-06-18,47,44,1/20/2009
Obama,2013-06-17,47,44,1/20/2009
Obama,2013-06-16,47,44,1/20/2009
Obama,2013-06-15,47,45,1/20/2009
Obama,2013-06-14,48,44,1/20/2009
Obama,2013-06-13,46,47,1/20/2009
Obama,2013-06-12,46,47,1/20/2009
Obama,2013-06-11,45,47,1/20/2009
Obama,2013-06-10,47,44,1/20/2009
Obama,2013-06-09,48,43,1/20/2009
Obama,2013-06-08,48,44,1/20/2009
Obama,2013-06-07,49,44,1/20/2009
Obama,2013-06-06,47,46,1/20/2009
Obama,2013-06-05,48,45,1/20/2009
Obama,2013-06-04,47,45,1/20/2009
Obama,2013-06-03,48,44,1/20/2009
Obama,2013-06-02,47,44,1/20/2009
Obama,2013-06-01,47,45,1/20/2009
Obama,2013-05-31,48,44,1/20/2009
Obama,2013-05-30,50,44,1/20/2009
Obama,2013-05-29,49,44,1/20/2009
Obama,2013-05-28,50,43,1/20/2009
Obama,2013-05-27,48,45,1/20/2009
Obama,2013-05-26,48,44,1/20/2009
Obama,2013-05-25,47,45,1/20/2009
Obama,2013-05-24,47,44,1/20/2009
Obama,2013-05-23,49,43,1/20/2009
Obama,2013-05-22,50,44,1/20/2009
Obama,2013-05-21,50,44,1/20/2009
Obama,2013-05-20,49,44,1/20/2009
Obama,2013-05-19,49,44,1/20/2009
Obama,2013-05-18,50,43,1/20/2009
Obama,2013-05-17,51,42,1/20/2009
Obama,2013-05-16,49,45,1/20/2009
Obama,2013-05-15,48,46,1/20/2009
Obama,2013-05-14,47,47,1/20/2009
Obama,2013-05-13,49,45,1/20/2009
Obama,2013-05-12,48,45,1/20/2009
Obama,2013-05-11,49,44,1/20/2009
Obama,2013-05-10,49,43,1/20/2009
Obama,2013-05-09,50,43,1/20/2009
Obama,2013-05-08,49,45,1/20/2009
Obama,2013-05-07,51,45,1/20/2009
Obama,2013-05-06,49,45,1/20/2009
Obama,2013-05-05,50,45,1/20/2009
Obama,2013-05-04,50,44,1/20/2009
Obama,2013-05-03,51,43,1/20/2009
Obama,2013-05-02,51,42,1/20/2009
Obama,2013-05-01,50,43,1/20/2009
Obama,2013-04-30,50,44,1/20/2009
Obama,2013-04-29,49,44,1/20/2009
Obama,2013-04-28,50,43,1/20/2009
Obama,2013-04-27,50,42,1/20/2009
Obama,2013-04-26,52,40,1/20/2009
Obama,2013-04-25,50,43,1/20/2009
Obama,2013-04-24,51,42,1/20/2009
Obama,2013-04-23,48,45,1/20/2009
Obama,2013-04-22,51,43,1/20/2009
Obama,2013-04-21,50,43,1/20/2009
Obama,2013-04-20,53,41,1/20/2009
Obama,2013-04-19,51,42,1/20/2009
Obama,2013-04-18,51,43,1/20/2009
Obama,2013-04-17,49,43,1/20/2009
Obama,2013-04-16,49,43,1/20/2009
Obama,2013-04-15,50,43,1/20/2009
Obama,2013-04-14,48,46,1/20/2009
Obama,2013-04-13,48,46,1/20/2009
Obama,2013-04-12,48,47,1/20/2009
Obama,2013-04-11,50,45,1/20/2009
Obama,2013-04-10,49,44,1/20/2009
Obama,2013-04-09,49,43,1/20/2009
Obama,2013-04-08,49,42,1/20/2009
Obama,2013-04-07,48,44,1/20/2009
Obama,2013-04-06,49,44,1/20/2009
Obama,2013-04-05,48,46,1/20/2009
Obama,2013-04-04,48,47,1/20/2009
Obama,2013-04-03,47,48,1/20/2009
Obama,2013-04-02,48,46,1/20/2009
Obama,2013-04-01,47,47,1/20/2009
Obama,2013-03-30,48,47,1/20/2009
Obama,2013-03-29,46,47,1/20/2009
Obama,2013-03-28,48,46,1/20/2009
Obama,2013-03-27,49,43,1/20/2009
Obama,2013-03-26,49,43,1/20/2009
Obama,2013-03-25,48,45,1/20/2009
Obama,2013-03-24,47,46,1/20/2009
Obama,2013-03-23,48,45,1/20/2009
Obama,2013-03-22,47,45,1/20/2009
Obama,2013-03-21,47,46,1/20/2009
Obama,2013-03-20,46,45,1/20/2009
Obama,2013-03-19,48,44,1/20/2009
Obama,2013-03-18,50,43,1/20/2009
Obama,2013-03-17,49,45,1/20/2009
Obama,2013-03-16,47,46,1/20/2009
Obama,2013-03-15,47,46,1/20/2009
Obama,2013-03-14,48,46,1/20/2009
Obama,2013-03-13,48,46,1/20/2009
Obama,2013-03-12,49,45,1/20/2009
Obama,2013-03-11,49,44,1/20/2009
Obama,2013-03-10,49,44,1/20/2009
Obama,2013-03-09,50,43,1/20/2009
Obama,2013-03-08,49,44,1/20/2009
Obama,2013-03-07,49,44,1/20/2009
Obama,2013-03-06,47,46,1/20/2009
Obama,2013-03-05,48,44,1/20/2009
Obama,2013-03-04,49,44,1/20/2009
Obama,2013-03-03,46,46,1/20/2009
Obama,2013-03-02,46,46,1/20/2009
Obama,2013-03-01,47,45,1/20/2009
Obama,2013-02-28,51,43,1/20/2009
Obama,2013-02-27,51,43,1/20/2009
Obama,2013-02-26,53,40,1/20/2009
Obama,2013-02-25,51,42,1/20/2009
Obama,2013-02-24,51,42,1/20/2009
Obama,2013-02-23,50,44,1/20/2009
Obama,2013-02-22,52,42,1/20/2009
Obama,2013-02-20,50,42,1/20/2009
Obama,2013-02-19,51,42,1/20/2009
Obama,2013-02-18,51,43,1/20/2009
Obama,2013-02-17,52,42,1/20/2009
Obama,2013-02-16,50,44,1/20/2009
Obama,2013-02-15,50,44,1/20/2009
Obama,2013-02-14,50,44,1/20/2009
Obama,2013-02-13,51,42,1/20/2009
Obama,2013-02-12,52,42,1/20/2009
Obama,2013-02-11,52,42,1/20/2009
Obama,2013-02-10,52,43,1/20/2009
Obama,2013-02-09,52,43,1/20/2009
Obama,2013-02-08,52,43,1/20/2009
Obama,2013-02-07,52,43,1/20/2009
Obama,2013-02-06,52,41,1/20/2009
Obama,2013-02-05,52,41,1/20/2009
Obama,2013-02-04,52,42,1/20/2009
Obama,2013-02-02,52,43,1/20/2009
Obama,2013-02-01,54,42,1/20/2009
Obama,2013-01-31,53,42,1/20/2009
Obama,2013-01-30,53,41,1/20/2009
Obama,2013-01-29,51,43,1/20/2009
Obama,2013-01-28,52,43,1/20/2009
Obama,2013-01-27,52,43,1/20/2009
Obama,2013-01-26,52,41,1/20/2009
Obama,2013-01-25,51,42,1/20/2009
Obama,2013-01-24,52,42,1/20/2009
Obama,2013-01-23,52,43,1/20/2009
Obama,2013-01-22,53,42,1/20/2009
Obama,2013-01-21,51,43,1/20/2009
Obama,2013-01-20,50,43,1/20/2009
Obama,2013-01-19,51,43,1/20/2009
Obama,2013-01-18,48,45,1/20/2009
Obama,2013-01-17,49,44,1/20/2009
Obama,2013-01-16,50,43,1/20/2009
Obama,2013-01-15,53,41,1/20/2009
Obama,2013-01-14,52,40,1/20/2009
Obama,2013-01-13,52,41,1/20/2009
Obama,2013-01-12,51,42,1/20/2009
Obama,2013-01-11,53,42,1/20/2009
Obama,2013-01-10,54,41,1/20/2009
Obama,2013-01-09,56,40,1/20/2009
Obama,2013-01-08,56,39,1/20/2009
Obama,2013-01-07,54,39,1/20/2009
Obama,2013-01-06,54,39,1/20/2009
Obama,2013-01-05,52,41,1/20/2009
Obama,2013-01-04,52,42,1/20/2009
Obama,2013-01-03,50,43,1/20/2009
Obama,2012-12-30,53,41,1/20/2009
Obama,2012-12-29,53,42,1/20/2009
Obama,2012-12-28,54,40,1/20/2009
Obama,2012-12-27,53,41,1/20/2009
Obama,2012-12-26,56,39,1/20/2009
Obama,2012-12-23,57,37,1/20/2009
Obama,2012-12-22,57,37,1/20/2009
Obama,2012-12-21,58,36,1/20/2009
Obama,2012-12-19,56,37,1/20/2009
Obama,2012-12-18,54,38,1/20/2009
Obama,2012-12-17,52,40,1/20/2009
Obama,2012-12-16,50,42,1/20/2009
Obama,2012-12-15,50,43,1/20/2009
Obama,2012-12-14,50,43,1/20/2009
Obama,2012-12-13,51,42,1/20/2009
Obama,2012-12-12,54,38,1/20/2009
Obama,2012-12-11,54,38,1/20/2009
Obama,2012-12-10,53,40,1/20/2009
Obama,2012-12-09,51,43,1/20/2009
Obama,2012-12-08,50,44,1/20/2009
Obama,2012-12-07,50,43,1/20/2009
Obama,2012-12-06,49,44,1/20/2009
Obama,2012-12-05,50,44,1/20/2009
Obama,2012-12-04,52,43,1/20/2009
Obama,2012-12-03,53,41,1/20/2009
Obama,2012-12-02,54,40,1/20/2009
Obama,2012-12-01,52,41,1/20/2009
Obama,2012-11-30,50,43,1/20/2009
Obama,2012-11-29,51,43,1/20/2009
Obama,2012-11-28,49,45,1/20/2009
Obama,2012-11-27,51,42,1/20/2009
Obama,2012-11-26,51,41,1/20/2009
Obama,2012-11-25,53,39,1/20/2009
Obama,2012-11-24,51,40,1/20/2009
Obama,2012-11-23,50,42,1/20/2009
Obama,2012-11-21,50,42,1/20/2009
Obama,2012-11-20,51,43,1/20/2009
Obama,2012-11-19,53,42,1/20/2009
Obama,2012-11-18,52,41,1/20/2009
Obama,2012-11-17,53,40,1/20/2009
Obama,2012-11-16,52,41,1/20/2009
Obama,2012-11-15,52,42,1/20/2009
Obama,2012-11-14,52,41,1/20/2009
Obama,2012-11-13,53,40,1/20/2009
Obama,2012-11-12,52,41,1/20/2009
Obama,2012-11-11,52,42,1/20/2009
Obama,2012-11-10,51,43,1/20/2009
Obama,2012-11-09,52,42,1/20/2009
Obama,2012-11-08,49,45,1/20/2009
Obama,2012-11-07,49,44,1/20/2009
Obama,2012-11-06,50,44,1/20/2009
Obama,2012-11-05,52,44,1/20/2009
Obama,2012-11-04,52,45,1/20/2009
Obama,2012-10-28,51,44,1/20/2009
Obama,2012-10-27,48,48,1/20/2009
Obama,2012-10-26,46,49,1/20/2009
Obama,2012-10-25,48,47,1/20/2009
Obama,2012-10-24,51,44,1/20/2009
Obama,2012-10-23,53,42,1/20/2009
Obama,2012-10-22,51,45,1/20/2009
Obama,2012-10-21,49,46,1/20/2009
Obama,2012-10-20,49,45,1/20/2009
Obama,2012-10-19,49,46,1/20/2009
Obama,2012-10-18,50,46,1/20/2009
Obama,2012-10-17,50,44,1/20/2009
Obama,2012-10-16,49,45,1/20/2009
Obama,2012-10-15,49,45,1/20/2009
Obama,2012-10-14,48,47,1/20/2009
Obama,2012-10-12,48,46,1/20/2009
Obama,2012-10-11,50,44,1/20/2009
Obama,2012-10-10,52,43,1/20/2009
Obama,2012-10-09,53,42,1/20/2009
Obama,2012-10-08,53,42,1/20/2009
Obama,2012-10-07,51,44,1/20/2009
Obama,2012-10-06,48,46,1/20/2009
Obama,2012-10-05,50,45,1/20/2009
Obama,2012-10-04,52,43,1/20/2009
Obama,2012-10-03,54,42,1/20/2009
Obama,2012-10-02,50,44,1/20/2009
Obama,2012-10-01,48,45,1/20/2009
Obama,2012-09-30,47,46,1/20/2009
Obama,2012-09-29,46,46,1/20/2009
Obama,2012-09-28,48,47,1/20/2009
Obama,2012-09-27,50,45,1/20/2009
Obama,2012-09-26,50,44,1/20/2009
Obama,2012-09-25,51,43,1/20/2009
Obama,2012-09-24,50,43,1/20/2009
Obama,2012-09-23,51,42,1/20/2009
Obama,2012-09-22,51,43,1/20/2009
Obama,2012-09-21,47,46,1/20/2009
Obama,2012-09-20,47,48,1/20/2009
Obama,2012-09-19,46,48,1/20/2009
Obama,2012-09-18,48,46,1/20/2009
Obama,2012-09-17,49,45,1/20/2009
Obama,2012-09-16,50,44,1/20/2009
Obama,2012-09-15,50,44,1/20/2009
Obama,2012-09-14,49,45,1/20/2009
Obama,2012-09-13,49,43,1/20/2009
Obama,2012-09-12,49,42,1/20/2009
Obama,2012-09-11,51,42,1/20/2009
Obama,2012-09-10,50,43,1/20/2009
Obama,2012-09-09,50,44,1/20/2009
Obama,2012-09-08,50,44,1/20/2009
Obama,2012-09-07,52,42,1/20/2009
Obama,2012-09-06,52,43,1/20/2009
Obama,2012-09-05,49,45,1/20/2009
Obama,2012-09-04,47,47,1/20/2009
Obama,2012-09-03,45,48,1/20/2009
Obama,2012-09-02,45,48,1/20/2009
Obama,2012-09-01,43,48,1/20/2009
Obama,2012-08-31,45,46,1/20/2009
Obama,2012-08-30,45,46,1/20/2009
Obama,2012-08-29,44,47,1/20/2009
Obama,2012-08-28,43,47,1/20/2009
Obama,2012-08-27,43,48,1/20/2009
Obama,2012-08-26,45,47,1/20/2009
Obama,2012-08-25,45,48,1/20/2009
Obama,2012-08-24,46,47,1/20/2009
Obama,2012-08-23,47,47,1/20/2009
Obama,2012-08-22,47,47,1/20/2009
Obama,2012-08-21,46,49,1/20/2009
Obama,2012-08-20,45,48,1/20/2009
Obama,2012-08-19,47,47,1/20/2009
Obama,2012-08-18,47,47,1/20/2009
Obama,2012-08-17,45,49,1/20/2009
Obama,2012-08-16,44,50,1/20/2009
Obama,2012-08-15,44,50,1/20/2009
Obama,2012-08-14,45,49,1/20/2009
Obama,2012-08-13,45,49,1/20/2009
Obama,2012-08-12,45,48,1/20/2009
Obama,2012-08-11,43,50,1/20/2009
Obama,2012-08-10,43,50,1/20/2009
Obama,2012-08-09,43,51,1/20/2009
Obama,2012-08-08,46,48,1/20/2009
Obama,2012-08-07,47,47,1/20/2009
Obama,2012-08-06,47,47,1/20/2009
Obama,2012-08-05,46,47,1/20/2009
Obama,2012-08-04,45,47,1/20/2009
Obama,2012-08-03,45,48,1/20/2009
Obama,2012-08-02,45,48,1/20/2009
Obama,2012-08-01,45,49,1/20/2009
Obama,2012-07-31,46,48,1/20/2009
Obama,2012-07-30,46,46,1/20/2009
Obama,2012-07-29,47,46,1/20/2009
Obama,2012-07-28,48,46,1/20/2009
Obama,2012-07-27,47,48,1/20/2009
Obama,2012-07-25,47,47,1/20/2009
Obama,2012-07-24,45,48,1/20/2009
Obama,2012-07-23,44,49,1/20/2009
Obama,2012-07-22,44,49,1/20/2009
Obama,2012-07-21,46,47,1/20/2009
Obama,2012-07-20,46,47,1/20/2009
Obama,2012-07-19,47,46,1/20/2009
Obama,2012-07-18,46,48,1/20/2009
Obama,2012-07-17,46,47,1/20/2009
Obama,2012-07-16,47,46,1/20/2009
Obama,2012-07-15,47,45,1/20/2009
Obama,2012-07-14,46,47,1/20/2009
Obama,2012-07-13,45,48,1/20/2009
Obama,2012-07-12,45,48,1/20/2009
Obama,2012-07-11,45,47,1/20/2009
Obama,2012-07-10,45,46,1/20/2009
Obama,2012-07-09,44,47,1/20/2009
Obama,2012-07-08,45,46,1/20/2009
Obama,2012-07-07,46,46,1/20/2009
Obama,2012-07-06,47,45,1/20/2009
Obama,2012-07-05,45,46,1/20/2009
Obama,2012-07-03,45,47,1/20/2009
Obama,2012-07-02,46,47,1/20/2009
Obama,2012-07-01,46,47,1/20/2009
Obama,2012-06-30,48,46,1/20/2009
Obama,2012-06-29,47,47,1/20/2009
Obama,2012-06-28,47,46,1/20/2009
Obama,2012-06-27,46,46,1/20/2009
Obama,2012-06-26,45,47,1/20/2009
Obama,2012-06-25,48,46,1/20/2009
Obama,2012-06-24,47,48,1/20/2009
Obama,2012-06-23,51,45,1/20/2009
Obama,2012-06-22,46,46,1/20/2009
Obama,2012-06-21,45,48,1/20/2009
Obama,2012-06-20,43,49,1/20/2009
Obama,2012-06-19,46,48,1/20/2009
Obama,2012-06-18,45,48,1/20/2009
Obama,2012-06-17,46,47,1/20/2009
Obama,2012-06-16,45,49,1/20/2009
Obama,2012-06-15,45,49,1/20/2009
Obama,2012-06-14,44,49,1/20/2009
Obama,2012-06-13,46,48,1/20/2009
Obama,2012-06-12,48,45,1/20/2009
Obama,2012-06-11,49,45,1/20/2009
Obama,2012-06-10,50,44,1/20/2009
Obama,2012-06-09,48,45,1/20/2009
Obama,2012-06-08,47,45,1/20/2009
Obama,2012-06-07,46,47,1/20/2009
Obama,2012-06-06,45,48,1/20/2009
Obama,2012-06-05,46,47,1/20/2009
Obama,2012-06-04,46,46,1/20/2009
Obama,2012-06-03,47,45,1/20/2009
Obama,2012-06-02,46,47,1/20/2009
Obama,2012-06-01,46,46,1/20/2009
Obama,2012-05-31,45,47,1/20/2009
Obama,2012-05-30,47,45,1/20/2009
Obama,2012-05-29,47,46,1/20/2009
Obama,2012-05-27,49,44,1/20/2009
Obama,2012-05-26,48,45,1/20/2009
Obama,2012-05-25,48,46,1/20/2009
Obama,2012-05-24,47,47,1/20/2009
Obama,2012-05-23,48,46,1/20/2009
Obama,2012-05-22,47,47,1/20/2009
Obama,2012-05-21,48,45,1/20/2009
Obama,2012-05-20,48,46,1/20/2009
Obama,2012-05-19,48,45,1/20/2009
Obama,2012-05-18,46,47,1/20/2009
Obama,2012-05-17,48,46,1/20/2009
Obama,2012-05-16,47,47,1/20/2009
Obama,2012-05-15,46,48,1/20/2009
Obama,2012-05-14,45,48,1/20/2009
Obama,2012-05-13,46,48,1/20/2009
Obama,2012-05-12,46,47,1/20/2009
Obama,2012-05-11,48,46,1/20/2009
Obama,2012-05-10,49,45,1/20/2009
Obama,2012-05-09,48,46,1/20/2009
Obama,2012-05-08,47,46,1/20/2009
Obama,2012-05-07,46,47,1/20/2009
Obama,2012-05-06,47,47,1/20/2009
Obama,2012-05-05,46,48,1/20/2009
Obama,2012-05-04,48,46,1/20/2009
Obama,2012-05-03,50,44,1/20/2009
Obama,2012-05-02,51,43,1/20/2009
Obama,2012-05-01,49,46,1/20/2009
Obama,2012-04-30,48,47,1/20/2009
Obama,2012-04-29,47,48,1/20/2009
Obama,2012-04-28,48,45,1/20/2009
Obama,2012-04-27,48,46,1/20/2009
Obama,2012-04-26,49,44,1/20/2009
Obama,2012-04-24,50,44,1/20/2009
Obama,2012-04-23,50,44,1/20/2009
Obama,2012-04-22,50,44,1/20/2009
Obama,2012-04-21,47,45,1/20/2009
Obama,2012-04-20,46,46,1/20/2009
Obama,2012-04-19,46,46,1/20/2009
Obama,2012-04-18,47,46,1/20/2009
Obama,2012-04-17,47,47,1/20/2009
Obama,2012-04-16,46,48,1/20/2009
Obama,2012-04-15,45,48,1/20/2009
Obama,2012-04-14,47,47,1/20/2009
Obama,2012-04-13,48,46,1/20/2009
Obama,2012-04-12,49,44,1/20/2009
Obama,2012-04-11,48,44,1/20/2009
Obama,2012-04-10,45,45,1/20/2009
Obama,2012-04-09,44,46,1/20/2009
Obama,2012-04-07,45,46,1/20/2009
Obama,2012-04-06,47,46,1/20/2009
Obama,2012-04-05,50,43,1/20/2009
Obama,2012-04-04,49,46,1/20/2009
Obama,2012-04-03,48,45,1/20/2009
Obama,2012-04-02,48,44,1/20/2009
Obama,2012-04-01,47,44,1/20/2009
Obama,2012-03-31,46,45,1/20/2009
Obama,2012-03-30,43,50,1/20/2009
Obama,2012-03-29,44,47,1/20/2009
Obama,2012-03-28,46,46,1/20/2009
Obama,2012-03-27,48,44,1/20/2009
Obama,2012-03-26,47,45,1/20/2009
Obama,2012-03-25,46,45,1/20/2009
Obama,2012-03-24,47,44,1/20/2009
Obama,2012-03-23,48,44,1/20/2009
Obama,2012-03-22,47,46,1/20/2009
Obama,2012-03-21,46,47,1/20/2009
Obama,2012-03-20,46,46,1/20/2009
Obama,2012-03-19,49,44,1/20/2009
Obama,2012-03-18,49,44,1/20/2009
Obama,2012-03-17,46,47,1/20/2009
Obama,2012-03-16,43,50,1/20/2009
Obama,2012-03-15,44,50,1/20/2009
Obama,2012-03-14,45,49,1/20/2009
Obama,2012-03-13,48,45,1/20/2009
Obama,2012-03-12,47,46,1/20/2009
Obama,2012-03-11,49,43,1/20/2009
Obama,2012-03-10,47,45,1/20/2009
Obama,2012-03-09,48,44,1/20/2009
Obama,2012-03-08,48,44,1/20/2009
Obama,2012-03-07,48,44,1/20/2009
Obama,2012-03-06,44,47,1/20/2009
Obama,2012-03-05,43,48,1/20/2009
Obama,2012-03-04,45,48,1/20/2009
Obama,2012-03-03,48,46,1/20/2009
Obama,2012-03-02,48,46,1/20/2009
Obama,2012-03-01,47,48,1/20/2009
Obama,2012-02-29,46,49,1/20/2009
Obama,2012-02-28,45,50,1/20/2009
Obama,2012-02-27,43,50,1/20/2009
Obama,2012-02-26,45,47,1/20/2009
Obama,2012-02-25,44,46,1/20/2009
Obama,2012-02-24,45,46,1/20/2009
Obama,2012-02-23,45,47,1/20/2009
Obama,2012-02-22,45,48,1/20/2009
Obama,2012-02-21,45,48,1/20/2009
Obama,2012-02-20,44,48,1/20/2009
Obama,2012-02-19,44,48,1/20/2009
Obama,2012-02-18,46,47,1/20/2009
Obama,2012-02-17,46,48,1/20/2009
Obama,2012-02-16,46,48,1/20/2009
Obama,2012-02-15,43,48,1/20/2009
Obama,2012-02-14,45,45,1/20/2009
Obama,2012-02-13,45,47,1/20/2009
Obama,2012-02-12,46,47,1/20/2009
Obama,2012-02-11,45,48,1/20/2009
